"AREA TERRITORIAL";"CODIGO CENTRO";"TIPO DE CENTRO";"CENTRO";"DOMICILIO";"MUNICIPIO";"DISTRITO MUNICIPAL";"COD. POSTAL";"TELEFONO";"FAX";"EMAIL";"EMAIL2";"TITULARIDAD";"URL";"E-MAIL";"TITULAR";"SEGREGADA";"EDUC. DIFERENCIADA";"Total 2017-2018";"Total 2018-2019";"Total 2019-2020";"Total 2020-2021";"Total 2021-2022";"Educación Infantil Especial 2017-2018";"Educación Infantil Especial 2018-2019";"Educación Infantil Especial 2019-2020";"Educación Infantil Especial 2020-2021";"Educación Infantil Especial 2021-2022";"Infantil I Ciclo 2017-2018";"Infantil I Ciclo 2018-2019";"Infantil I Ciclo 2019-2020";"Infantil I Ciclo 2020-2021";"Infantil I Ciclo 2021-2022";"Infantil II Ciclo 2017-2018";"Infantil II Ciclo 2018-2019";"Infantil II Ciclo 2019-2020";"Infantil II Ciclo 2020-2021";"Infantil II Ciclo 2021-2022";"Educación Básica Obligatoria 2017-2018";"Educación Básica Obligatoria 2018-2019";"Educación Básica Obligatoria 2019-2020";"Educación Básica Obligatoria 2020-2021";"Educación Básica Obligatoria 2021-2022";"Primaria 2017-2018";"Primaria 2018-2019";"Primaria 2019-2020";"Primaria 2020-2021";"Primaria 2021-2022";"ESO 2017-2018";"ESO 2018-2019";"ESO 2019-2020";"ESO 2020-2021";"ESO 2021-2022";"Bachillerato 2017-2018";"Bachillerato 2018-2019";"Bachillerato 2019-2020";"Bachillerato 2020-2021";"Bachillerato 2021-2022";"FP GM 2017-2018";"FP GM 2018-2019";"FP GM 2019-2020";"FP GM 2020-2021";"FP GM 2021-2022";"FP GS 2017-2018";"FP GS 2018-2019";"FP GS 2019-2020";"FP GS 2020-2021";"FP GS 2021-2022";"FPB 2017-2018";"FPB 2018-2019";"FPB 2019-2020";"FPB 2020-2021";"FPB 2021-2022";"PCPI: Módulos Voluntarios 2017-2018";"PCPI: Módulos Voluntarios 2018-2019";"PCPI: Módulos Voluntarios 2019-2020";"PCPI: Módulos Voluntarios 2020-2021";"PCPI: Módulos Voluntarios 2021-2022";"PCPI: Especial 2017-2018";"PCPI: Especial 2018-2019";"PCPI: Especial 2019-2020";"PCPI: Especial 2020-2021";"PCPI: Especial 2021-2022";"Programa Formación Transición Vida Adulta 2017-2018";"Programa Formación Transición Vida Adulta 2018-2019";"Programa Formación Transición Vida Adulta 2019-2020";"Programa Formación Transición Vida Adulta 2020-2021";"Programa Formación Transición Vida Adulta 2021-2022";"Programas Profesionales Modalidad Especial 2017-2018";"Programas Profesionales Modalidad Especial 2018-2019";"Programas Profesionales Modalidad Especial 2019-2020";"Programas Profesionales Modalidad Especial 2020-2021";"Programas Profesionales Modalidad Especial 2021-2022";"lat";"lng";"Programas Profesionales Modalidad General 2019-2020";"Programas Profesionales Modalidad General 2020-2021";"Programas Profesionales Modalidad General 2021-2022"
"Madrid-Capital";"28062412";"EIPR";"LA GUARDE DEL HUERTO";"Calle De Santa Susana, 30 ";"Madrid";"Hortaleza";"28033";"913839795";"-";"lauraypatri@laguardedelhuerto.com";"info@laguardedelhuerto.com";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28062412";"info.jardinmariposas@gmail.com";"ESCUELA INFANTIL EL JARDÍN DE LAS MARIPOSAS, S.L";"SI";"Mixta Diferenciada";"42";"";"";"";"";"";"";"";"";"";"42";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4791544";"-3.645769899999999";"";"";""
"Madrid-Norte";"28060609";"EIPR";"LA GUARDERIA";"Avenida De Castilla-la Mancha, 162 ";"San Sebastián de los Reyes";"-";"28701";"916513018";"-";"eilaguarderia@hotmail.com";"egcifuentes@outlook.com";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28060609";"eilaguarderia@hotmail.com";"EMMA GARCIA CIFUENTES";"NO";"";"35";"";"";"";"";"";"";"";"";"";"35";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.5584087";"-3.6390689";"";"";""
"Madrid-Capital";"28076061";"EIPR";"LA ISLA";"Calle Azul, 25 ";"Madrid";"Fuencarral-El Pardo";"28050";"915376142";"-";"laisla@chiquitin.es";"recepcion.laisla@chiquitin.es";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28076061";"laisla@chiquitin.es";"GRAN JORGE JUAN, S.A.";"NO";"";"188";"";"";"";"";"";"";"";"";"";"188";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.5011786";"-3.6662702";"";"";""
"Madrid-Capital";"28061067";"EIPR";"LA JIRAFA";"Calle De Las Sicelidas, 6 ";"Madrid";"Hortaleza";"28043";"913003491";"913003491";"NUEVOSPROYECTOSEI@HOTMAIL.COM";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28061067";"NUEVOSPROYECTOSEI@HOTMAIL.COM";"LA JIRAFA, S.L.";"SI";"Mixta Diferenciada";"40";"";"";"";"";"";"";"";"";"";"40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4636146";"-3.6371089";"";"";""
"Madrid-Oeste";"28064861";"EIPR";"LA LUNA";"Calle Manuel Torres Salcedo, 3 ";"Moralzarzal";"-";"28411";"667589486";"-";"educacion@escuelalaluna.com";"cgarcifi@gmail.com";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28064861";"cgarcifi@gmail.com";"EDUCACION Y FORMACION LA LUNA, S.L.";"NO";"";"47";"";"";"";"";"";"";"";"";"";"47";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.67724279999999";"-3.9740123";"";"";""
"Madrid-Capital";"28061638";"EIPR";"LA LUNA";"Avenida De Santa Eugenia, 21 ";"Madrid";"Villa de Vallecas";"28031";"659090346";"913326077";"laluna171921@yahoo.es";"Info@escuelainfantillaluna.es";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28061638";"laluna171921@yahoo.es";"CARMEN MONTERO ANTON";"SI";"Mixta Diferenciada";"49";"";"";"";"";"";"";"";"";"";"49";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.384798";"-3.610694";"";"";""
"Madrid-Norte";"28058524";"EIPR";"LA MARIONETA";"Calle Alalpardo, 6 ";"Fuente el Saz de Jarama";"-";"28140";"916201870";"-";"july-2222@hotmail.com";"e-i-la-marioneta@hotmail.es";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28058524";"july-2222@hotmail.com";"JULIA MORENO GONZALEZ";"SI";"Mixta Diferenciada";"28";"";"";"";"";"";"";"";"";"";"28";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.6333407";"-3.5121518";"";"";""
"Madrid-Norte";"28073793";"EIPR";"LA OCA";"Sector Pueblos, 8 ";"Tres Cantos";"-";"28760";"918044993";"-";"ariasperlado@gmail.com";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28073793";"ariasperlado@gmail.com";"ARIAS PERLADO, S.L.";"NO";"";"28";"";"";"";"";"";"";"";"";"";"28";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.6114802";"-3.7141995";"";"";""
"Madrid-Norte";"28063155";"EIPR";"LA OCA LOCA";"Sector Escultores, 3 ";"Tres Cantos";"-";"28760";"629181617";"-";"escuelaocaloca@yahoo.es";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28063155";"escuelaocaloca@yahoo.es";"PROYECTOS DE EDUCACION INFANTIL LA OCA LOCA, S.L.";"SI";"Mixta Diferenciada";"26";"";"";"";"";"";"";"";"";"";"26";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.6130478";"-3.7112958";"";"";""
"Madrid-Este";"28073291";"EIPR";"LA RANA FROGGY";"Avenida De Marie Curie (hospital Del Henares), S/n ";"Coslada";"-";"28822";"625298635";"-";"-";"escuelacoslada@gmail.com";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28073291";"null";"JAGA BERSO, S.L.";"NO";"";"54";"";"";"";"";"";"";"";"";"";"54";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4184136";"-3.5326281";"";"";""
"Madrid-Norte";"28061481";"EIPR";"LA TATA";"Sector Músicos, 16 ";"Tres Cantos";"-";"28760";"918032229";"918032229";"ei.la.tata@gmail.com";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28061481";"ei.la.tata@gmail.com";"MIRIVAN 22, S.L.";"NO";"";"50";"";"";"";"";"";"";"";"";"";"50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.6064613";"-3.7183269";"";"";""
"Madrid-Oeste";"28074542";"EIPR";"LA VACA PELUDA";"Calle Bolivia, 2 ";"Villanueva de la Cañada";"-";"28691";"633093033";"-";"administracion@lavacapeluda.es";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28074542";"administracion@lavacapeluda.es";"LA VACA PELUDA,S.L.";"NO";"";"49";"";"";"";"";"";"";"";"";"";"49";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4437693";"-3.9972112";"";"";""
"Madrid-Capital";"28061420";"EIPR";"LA VIRGEN NIÑA";"Calle De Gregorio Benítez, 8 ";"Madrid";"Hortaleza";"28043";"913003185";"-";"gelipri@yahoo.es";"dominicas4@yahoo.es";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28061420";"gelipri@yahoo.es";"MM. DOMINICAS DE NTRA. SRA. DE LAS VICTORIAS";"NO";"";"22";"";"";"";"";"";"";"";"";"";"22";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4497623";"-3.6493733";"";"";""
"Madrid-Este";"28061390";"EIPR";"LA VUELTA AL SOL BY MONTESSORI";"Avenida Cervantes, 50 ";"Meco";"-";"28880";"641247722";"-";"montessorilavueltalsol@gmail.com";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28061390";"montessorilavueltalsol@gmail.com";"CENTROS EDUCATIVOS MADRILEÑOS, S.A.";"SI";"Mixta Diferenciada";"52";"";"";"";"";"";"";"";"";"";"52";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.5571221";"-3.3260471";"";"";""
"Madrid-Norte";"28062138";"EIPR";"LAGARTIJAS";"Paseo Guadalajara, 96 ";"San Sebastián de los Reyes";"-";"28701";"916238983";"-";"lagartijasescuelainfantil@hotmail.es";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28062138";"lagartijasescuelainfantil@hotmail.es";"LIS CAROLINA ARZA GONZALEZ";"NO";"";"42";"";"";"";"";"";"";"";"";"";"42";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.5569766";"-3.6408756";"";"";""
"Madrid-Norte";"28060853";"EIPR";"LAGARTIJAS II";"Calle Tarragona, 8 ";"San Sebastián de los Reyes";"-";"28701";"644396445";"-";"lagartijasescuelainfantil@hotmail.es";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28060853";"lagartijasescuelainfantil@hotmail.es";"NILU EDUCACIÓN RESPETUOSA, S.L.";"SI";"Mixta Diferenciada";"47";"";"";"";"";"";"";"";"";"";"47";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.5531996";"-3.6387845";"";"";""
"Madrid-Sur";"28078687";"EIPR";"LALINES";"Calle De La Albanega, 2 ";"Getafe";"-";"28906";"622417410";"-";"info@lalines.es";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28078687";"info@lalines.es";"ESCUELAS INFANTILES LALINES, S.L.";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3185458";"-3.7056531";"";"";""
"Madrid-Capital";"28049286";"EIPR";"LALY";"Calle De Europa, 4 ";"Madrid";"Chamartín";"28036";"913590895";"-";"jardindelaly@yahoo.com";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28049286";"jardindelaly@yahoo.com";"EULALIA PAREDES SANTE";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4661267";"-3.6852831";"";"";""
"Madrid-Este";"28045852";"EIPR";"LANDILAN";"Calle De Los Naranjos, 2 ";"Rivas-Vaciamadrid";"-";"28523";"916660912";"-";"info@landilan.com";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28045852";"info@landilan.com";"ACTIVIDADES INFANTILES, S.L.";"SI";"Mixta Diferenciada";"42";"";"";"";"";"";"";"";"";"";"42";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3636409";"-3.5379263";"";"";""
"Madrid-Este";"28066429";"EIPR";"LAPICEROS";"Calle Higuera, 1 ";"Torrejón de Ardoz";"-";"28850";"639141294";"-";"correo@lapiceros.es";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28066429";"correo@lapiceros.es";"LAPICEROS SERVICIOS EDUCATIVOS, S.L.";"NO";"";"52";"";"";"";"";"";"";"";"";"";"52";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4639083";"-3.476149";"";"";""
"Madrid-Este";"28070032";"EIPR";"LAPICEROS II";"Calle Higuera, 4 ";"Torrejón de Ardoz";"-";"28850";"-";"-";"-";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28070032";"null";"LAPICEROS SERVICIOS EDUCATIVOS, S.L.";"NO";"";"8";"";"";"";"";"";"";"";"";"";"8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4640451";"-3.4764332";"";"";""
"Madrid-Oeste";"28059553";"EIPR";"LAR";"Calle Del Río Duero, 9 ";"Guadarrama";"-";"28440";"918541122";"-";"info@escuelar.es";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28059553";"info@escuelar.es";"TANIA FERREZ LOPEZ";"SI";"Mixta Diferenciada";"8";"";"";"";"";"";"";"";"";"";"8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.6676581";"-4.08482";"";"";""
"Madrid-Capital";"28059152";"EIPR";"LAS ACACIAS";"Calle De Francisco De Diego, 44 ";"Madrid";"Moncloa-Aravaca";"28040";"914502278";"-";"proacacias@hotmail.com";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28059152";"proacacias@hotmail.com";"PROACACIAS EDUCACIÓN,  S. L., SDAD. UNIPERSONAL";"NO";"";"84";"";"";"";"";"";"";"";"";"";"84";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4568165";"-3.7156404";"";"";""
"Madrid-Norte";"28068864";"EIPR";"LAS CUATRO ESTACIONES";"Calle De San Juan De La Cruz, 38 ";"Colmenar Viejo";"-";"28770";"648268162";"-";"info@lascuatroestaciones.edu.es";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28068864";"info@lascuatroestaciones.edu.es";"OLGA DE CASTRO ESTEBAN";"NO";"";"40";"";"";"";"";"";"";"";"";"";"40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.6661267";"-3.7788699";"";"";""
"Madrid-Oeste";"28056916";"EIPR";"LAS HADAS";"Calle Colmenarejo, 73 ";"Galapagar";"-";"28260";"918587781";"-";"escuelainfantil@lashadas.es";"lashadas.cei@gmail.com";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28056916";"escuelainfantil@lashadas.es";"CLICKTOGAIN C2G, S.L.";"NO";"";"11";"";"";"";"";"";"";"";"";"";"11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.5727024";"-4.0081478";"";"";""
"Madrid-Oeste";"28058494";"EIPR";"LAS HUERTAS";"Urbanizacion Las Huertas, 3 ";"Majadahonda";"-";"28220";"916341120";"916341120";"direccion@eilashuertas.es";"almuoliver@gmail.com";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28058494";"direccion@eilashuertas.es";"ALMUDENA OLIVER PINACHO";"NO";"";"25";"";"";"";"";"";"";"";"";"";"25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4778381";"-3.8735133";"";"";""
"Madrid-Oeste";"28065073";"EIPR";"LAS REHITAS";"Calle Isaac Albéniz, S/n ";"Majadahonda";"-";"28222";"622406486";"916799248";"info@lasrehitas.es";"direccionescuela@lasrehitas.es";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28065073";"";"";"NO";"";"36";"";"";"";"";"";"";"";"";"";"36";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4462811";"-3.8683001";"";"";""
"Madrid-Oeste";"28062874";"EIPR";"LAS TRAVESURAS DE MARIETA";"Camino Huertas, 34 ";"Pozuelo de Alarcón";"-";"28223";"913519493";"-";"lastravesurasdemarieta@gmail.com";"lastravesurasdemarieta@gmail.com";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28062874";"lastravesurasdemarieta@gmail.com";"LAS TRAVESURAS DE MARIETA, S.L.";"NO";"";"60";"";"";"";"";"";"";"";"";"";"60";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4441964";"-3.8123881";"";"";""
"Madrid-Capital";"28058317";"EIPR";"LAZARO";"Calle De Los Hermanos Gómez, 42 ";"Madrid";"Ciudad Lineal";"28017";"914086800";"-";"info@escuelainfantillazaro.com";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28058317";"info@escuelainfantillazaro.com";"GUARDERIA LAZARO, S.L.";"NO";"";"157";"";"";"";"";"";"";"";"";"";"157";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4292315";"-3.649626199999999";"";"";""
"Madrid-Sur";"28079333";"EIPR";"LE PETIT ITAF";"Calle De Ágatha Christie, 5 ";"Valdemoro";"-";"28342";"670354663";"-";"info@escuelaitaf.es";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28079333";"info@escuelaitaf.es";"GRUPO ITAF-MATEA, S.L.";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.1952912";"-3.691635";"";"";""
"Madrid-Este";"28046431";"EIPR";"LEO LEO";"Calle De Giner De Los Ríos, 12 ";"Alcalá de Henares";"-";"28804";"679358418";"-";"escuelainfantil@leoleo.es";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28046431";"escuelainfantil@leoleo.es";"LEONIDES CORTE HEREDERO";"NO";"";"94";"";"";"";"";"";"";"";"";"";"94";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4827346";"-3.3588196";"";"";""
"Madrid-Capital";"28079369";"EIPR";"LITTLE ARTISTS";"Calle De La Escuela De Vallecas, 12 ";"Madrid";"Villa de Vallecas";"28051";"678918988";"-";"info@littleartists.es";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28079369";"info@littleartists.es";"ANA URBANO GOMEZ";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3444717";"-3.6116494";"";"";""
"Madrid-Capital";"28074621";"EIPR";"LITTLE CLOVERS";"Calle De Antonio Cavero, 91 ";"Madrid";"Hortaleza";"28043";"696991559";"-";"info@littleclovers.es";"-";"Privado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28074621";"info@littleclovers.es";"INVERSIONES INFANTILES, S.L.";"NO";"";"46";"";"";"";"";"";"";"";"";"";"46";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4627722";"-3.6550601";"";"";""
