CONSULTA DE CENTROS Y SERVICIOS EDUCATIVOS;;;;;;;;;;;;;;
AREA TERRITORIAL;CODIGO CENTRO;TIPO DE CENTRO;CENTRO;DOMICILIO;MUNICIPIO;DISTRITO MUNICIPAL;COD. POSTAL;TELEFONO;FAX;EMAIL;EMAIL2;TITULARIDAD
Madrid-Este;28075728;CPR FPE;FP MADRID TORREJON;Plaza Pablo De Olavide, 1 ;Torrejón de Ardoz;-;28850;911766620;-;info@fpmadrid.es;gestion@fpmadrid.es;Privado;
Madrid-Capital;28074992;CPR FPE;FP MADRID VILLAVERDE;Calle Transversal Sexta, 17 ;Madrid;Villaverde;28021;911766620;-;info@fpmadrid.es;gestion@fpmadrid.es;Privado;
Madrid-Capital;28080694;CPR FPE;FP SUMMA;Calle Del Cidro, 7 ;Madrid;Carabanchel;28044;910602678;-;info@fpsumma.es;javier.martinez@fpsumma.es;Privado;
Madrid-Oeste;28076393;CPR FPE;F.P. UDIMA;Carretera Coruña, Km. 38,500 ;Collado Villalba;-;28400;-;-;-;-;Privado;
Madrid-Sur;28075327;CPR FPE;GRUPO AULA;Calle Moratalaz, 17 ;Casarrubuelos;-;28977;919400250;-;fp@grupoaula.com;victor@grupoaula.com;Privado;
Madrid-Capital;28074803;CPR FPE;GRUPO CTO CENTRO DE FORMACION;Calle De Francisco Silvela, 106 ;Madrid;Chamartín;28002;917824330;917824343;carlossanchez@ctomedicina.com;-;Privado;
Madrid-Capital;28080219;CPR FPE;GUZMAN EL BUENO II;Calle Del Pez Volador (real Canoe Natación Club), 30 ;Madrid;Retiro;28007;914150495;-;secretaria@guzmanelbueno.es;-;Privado;
Madrid-Oeste;28081650;CPR FPE;GUZMAN EL BUENO 3;Calle Isaac Albéniz, 18 ;Majadahonda;-;28222;-;-;-;-;Privado;
Madrid-Capital;28080773;CPR FPE;G12 MADRID ADRIAN PULIDO;Calle Adrián Pulido, 7-9 ;Madrid;Tetuán;28039;-;-;-;-;Privado;
Madrid-Capital;28080441;CPR FPE;HAZERTA;Calle Del Doctor Gómez Ulla, 24 ;Madrid;Salamanca;28028;918388528;-;laurag@itechfp.es;laura.garcia@hazerta.es;Privado;
Madrid-Capital;28076502;CPR FPE;IED MADRID ENSEÑANZAS PROFESIONALES;Calle De La Flor Alta, 8 ;Madrid;Centro;28004;914480444;-;info.madrid@ied.es;-;Privado;
Madrid-Capital;28080992;CPR FPE;IED MADRID ENSEÑANZAS PROFESIONALES II;Avenida De Pedro Díez, 3 ;Madrid;Carabanchel;28019;-;-;-;-;Privado;
Madrid-Sur;28079497;CPR FPE;IFP VIGILES;Camino De Los Morales, S/n ;Brunete;-;28690;918158396;-;asaura@ilunion.com;clobelosc@ilunion.com;Privado;
Madrid-Capital;28077294;CPR FPE;ILERNA MADRID;Calle De Julián Camarillo, 4 ;Madrid;San Blas-Canillejas;28037;910841672;-;madrid@ilerna.es;tmedina@ilernamadrid.com;Privado;
Madrid-Capital;28079606;CPR FPE;INAV FP;Avenida Moratalaz, 178 ;Madrid;Moratalaz;28030;697592528;-;admision.fp@inav.es;-;Privado;
Madrid-Capital;28081236;CPR FPE;INAV FP II;Calle Arroyo Fontarrón, 209 ;Madrid;Moratalaz;28030;697592528;-;admision.fp@inav.es;-;Privado;
Madrid-Capital;28080931;CPR FPE;INAV FP III;Calle De El Bosco, S/n ;Madrid;Puente de Vallecas;28038;697592528;-;admision.fp@inav.es;-;Privado;
Madrid-Capital;28078249;CPR FPE;INNOVACION EN FORMACION PROFESIONAL;Calle De Julián Camarillo, 6 ;Madrid;San Blas-Canillejas;28037;911992560;-;ihidalgo@ifp.es;secretaria.jcamarillo@ifp.es;Privado;
Madrid-Norte;28080451;CPR FPE;INNOVACION EN FORMACION PROFESIONAL IFP;Avenida De España, 4 ;Tres Cantos;-;28760;914811395;-;secretaria.trescantos@ifp.es;mjmolina@planetadeagostini.es;Privado;
Madrid-Norte;28081005;CPR FPE;INNOVACION EN FORMACION PROFESIONAL IFP II;Ronda De Poniente, 10 ;Tres Cantos;-;28760;914233754;-;gemmapilar.lorenzo@ifp.es;secretaria.poniente@ifp.es;Privado;
Madrid-Capital;28079679;CPR FPE;INNOVACION EN FORMACION PROFESIONAL II;Calle De Alcalá, 472 ;Madrid;San Blas-Canillejas;28027;910490928;-;mavicente@ifp.es;secretaria.alcala@ifp.es;Privado;
Madrid-Capital;28081364;CPR FPE;INSTEDE CAJA MAGICA;Camino De Perales, S/n ;Madrid;Usera;28041;910518481;-;secretaria@instede.com;sergio.valero@instede.com;Privado;
Madrid-Capital;28076514;CPR FPE;INSTEDE FP;Plaza De Fernández Ladreda, 2 ;Madrid;Usera;28026;910518481;-;secretaria@instede.com;sergio.valero@instede.com;Privado;
Madrid-Oeste;28077543;CPR FPE;INSTEDE POZUELO F.P.;Camino Alcorcón, 17 ;Pozuelo de Alarcón;-;28223;-;-;-;-;Privado;
Madrid-Capital;28047356;CPR FPE;INSTITUTO DE FORMACION EMPRESARIAL DE LA CAMARA OFICIAL DE COMERCIO E INDUSTRIA DE MADRID;Calle De Pedro Salinas, 11 ;Madrid;Ciudad Lineal;28043;915383814;915383803;eva.garcia@camaramadrid.es;susana.cortes@camaramadrid.es;Privado;
Madrid-Capital;28075455;CPR FPE;INSTITUTO DE FORMACION PROFESIONAL CEAC;Calle De Joaquín Costa, 41 ;Madrid;Chamartín;28002;-;-;-;-;Privado;
Madrid-Este;28075251;CPR FPE;INSTITUTO DE FORMACION PROFESIONAL DE SANIDAD Y EMERGENCIAS;Calle De Luis De Requesens, 18 ;Villarejo de Salvanés;-;28590;-;-;-;-;Privado;
Madrid-Sur;28081844;CPR FPE;INSTITUTO DELTA13 ALTAMIRA DE FORMACIÓN PROFESIONAL;Calle Gerona, 4 ;Fuenlabrada;-;28945;-;-;-;-;Privado;
Madrid-Capital;28080426;CPR FPE;INSTITUTO NEBRIJA DE FORMACION PROFESIONAL;Calle Joaquín María López, 60-62 ;Madrid;Chamberí;28015;900321322;-;ciclosformativos@nebrija.es;secretariafp@nebrija.es;Privado;
Madrid-Capital;28025919;CPR FPE;INSTITUTO RADIO TELEVISION ESPAÑOLA (INSTITUTO RTVE);Carretera De La Dehesa De La Villa, S/n ;Madrid;Moncloa-Aravaca;28040;915817654;915817581;juanpedro.ruiz@rtve.es;jmanuel.diazcuevas@rtve.es;Privado;
Madrid-Este;28078407;CPR FPE;INSTITUTO SUPERIOR DE FP CLAUDIO GALENO ARGANDA;Calle Del Bronce, 29y18 ;Arganda del Rey;-;28500;-;-;secretaria.arganda@fpclaudiogaleno.es;-;Privado;
Madrid-Norte;28075625;CPR FPE;INSTITUTO SUPERIOR F.P. CLAUDIO GALENO DE MADRID;Avenida Del Doctor Severo Ochoa, 53 ;Alcobendas;-;28100;911599957;-;secretaria@fpclaudiogalenomadrid.es;formacion@fpclaudiogalenomadrid.es;Privado;
Madrid-Norte;28079916;CPR FPE;INSTITUTO SUPERIOR FP SANITARIA CLAUDIO GALENO SAN SEBASTIAN DE LOS REYES;Avenida De La Fuente Nueva, 5 ;San Sebastián de los Reyes;-;28703;-;-;leo.amoros@fpclaudiogaleno.es;secretaria.ss@fpclaudiogaleno.es;Privado;
Madrid-Capital;28074323;CPR FPE;INSTITUTO TECNICO DE ESTUDIOS PROFESIONALES;Calle De Mendívil, 6-10 ;Madrid;Puente de Vallecas;28038;910791784;-;carolina.sanchez@medac.es;madrid.mendivil@medac.es;Privado;
Madrid-Norte;28074384;CPR FPE;INSTITUTO TECNICO DE ESTUDIOS PROFESIONALES;Calle Del Real, 97 ;San Sebastián de los Reyes;-;28703;911987952;-;madrid.sansecallereal@medac.es;secretaria.sanse@itep.es;Privado;
Madrid-Capital;28075030;CPR FPE;INSTITUTO TECNICO DE ESTUDIOS PROFESIONALES II;Calle De Francisco Iglesias, 17 ;Madrid;Puente de Vallecas;28038;911986656;-;carolina.sanchez@medac.es;madrid.franciscoiglesias@medac.es;Privado;
Madrid-Sur;28077713;CPR FPE;INSTITUTO TECNICO DE ESTUDIOS PROFESIONALES-MOSTOLES;Calle Camino De Humanes, 12 ;Móstoles;-;-;911984586;-;madrid.mostoles@medac.es;-;Privado;
Madrid-Capital;28062084;CPR FPE;INSTITUTO VOX;Calle De Guzmán El Bueno, 115b ;Madrid;Chamberí;-;-;-;institutovox@institutovox.es;dprietol@institutovox.es;Privado;
Madrid-Capital;28075911;CPR FPE;INTERNATIONAL SCHOOL OF EVENT MANAGEMENT Y COMMUNICATION ISEMCO;Calle Del Moscatelar, 23 ;Madrid;Hortaleza;28043;915153314;-;info@isemco.eu;-;Privado;
Madrid-Capital;28076186;CPR FPE;LA SALLE FORMACION PROFESIONAL ARAVACA;Calle De La Salle, 8 ;Madrid;Moncloa-Aravaca;28023;917401980;913571730;maxinogales@lasallecampus.es;secretariadealumnos@lasallecampus.es;Privado;
Madrid-Sur;28079953;CPR FPE;LIDER SYSTEM FP ALCORCON;Calle La Huerta, 18 ;Alcorcón;-;28921;-;-;-;-;Privado;
Madrid-Sur;28080621;CPR FPE;LIDER SYSTEM FP ALCORCON II;Calle De La Laguna, 10 ;Alcorcón;-;28923;-;-;-;-;Privado;
Madrid-Sur;28079035;CPR FPE;LIDER SYSTEM FP GETAFE III;Avenida De Juan Carlos I, 34 ;Getafe;-;28905;910553711;-;secretaria@fplidersystem.es;patricia.budia@fplidersystem.es;Privado;
Madrid-Capital;28078948;CPR FPE;LIDER SYSTEM FP MADRID RIO;Avenida De La Emperatriz Isabel, 5 ;Madrid;Carabanchel;28019;917655081;-;secretaria@fplidersystem.es;patricia.budia@lfplidersystem.es;Privado;
Madrid-Sur;28080581;CPR FPE;LIDER SYSTEM FP ORIENTE;Calle Oriente, 13 ;Getafe;-;28901;-;-;-;-;Privado;
Madrid-Capital;28080669;CPR FPE;LINKIA FP MADRID;Calle De Albarracín (edificio A), 34 ;Madrid;San Blas-Canillejas;28037;911818181;-;secretaria.madrid@linkiafp.es;-;Privado;
Madrid-Capital;28079761;CPR FPE;LYCEUM MADRID;Calle De Salcedo, 10 ;Madrid;Fuencarral-El Pardo;28034;983367116;-;contacto@lyceumformacion.com;-;Privado;
Madrid-Capital;28077580;CPR FPE;MADRID EEP;Calle De Torrelaguna, 123 ;Madrid;Ciudad Lineal;-;676447959;-;mayte.delvalle@eep-igroup.com;asoria@eep-madrid.es;Privado;
Madrid-Capital;28077373;CPR FPE;MAGISTER;Avenida Del Doctor Federico Rubio Y Galí, 1 ;Madrid;Tetuán;28039;-;-;-;-;Privado;
Madrid-Sur;28081078;CPR FPE;MEDAC ALCORCON;Calle Los Cerrajeros, 11 ;Alcorcón;-;28923;919265022;-;madrid.alcorcon@medac.es;-;Privado;
Madrid-Sur;28080177;CPR FPE;MEDAC FUENLABRADA;Calle De Brasil, 18 ;Fuenlabrada;-;28946;919 91 78;-;madrid.fuenlabrada@medac.es;-;Privado;
Madrid-Sur;28081637;CPR FPE;MEDAC LEGANÉS;Calle Rey Pastor, 30 ;Leganés;-;28914;-;-;-;-;Privado;
Madrid-Sur;28081649;CPR FPE;MEDAC LEGANÉS II;Calle Ramón Y Cajal, 4 ;Leganés;-;28914;-;-;-;-;Privado;
Madrid-Norte;28079588;CPR FPE;MEDAC MADRID;Avenida De La Sierra, 24 ;San Sebastián de los Reyes;-;28701;919906628;-;noelia.jouve@medac.es;madrid.sanse@medac.es;Privado;
Madrid-Sur;28080554;CPR FPE;MEDAC PINTO;Carretera De San Martín De La Vega, K.0,7 ;Pinto;-;-;919262693;-;madrid.pinto@medac.es;zaida.cardenas@medac.es;Privado;
Madrid-Capital;28081601;CPR FPE;METRODORA FORMACIÓN PROFESIONAL;Calle De Pedro Salinas, 11 ;Madrid;Ciudad Lineal;28043;911087308;-;secretaria@metrodorafp.com;bmrv@metrodorafp.com;Privado;
Madrid-Capital;28080529;CPR FPE;MOM CULINARY INSTITUTE;Calle De Serrano, 95 ;Madrid;Chamartín;28006;915616660;-;adrian.vilela@momculinary.com;info@momculinary.com;Privado;
Madrid-Capital;28081871;CPR FPE;MOM CULINARY INSTITUTE EL PARDO;Avenida De La Guardia, 13 ;Madrid;Fuencarral-El Pardo;28048;-;-;-;-;Privado;
Madrid-Capital;28075200;CPR FPE;MOPE;Paseo Del General Martínez Campos, 20 ;Madrid;Chamberí;28010;917527959;-;convalidaciones@mope.es;miguel@mope.es;Privado;
Madrid-Capital;28081731;CPR FPE;MOPE - TECH;Calle De Rufino González, 8 ;Madrid;San Blas-Canillejas;28037;-;-;-;-;Privado;
Madrid-Capital;28032833;CPR FPE;ORGANIZACION PROFESIONAL ESPAÑOLA, OPESA;Calle De Ayala, 111 ;Madrid;Salamanca;28009;914027062;-;secretaria@opesafp.com;-;Privado;
Madrid-Oeste;28081091;CPR FPE;PARQUE EMPRESARIAL LAS ROZAS;Calle Jacinto Benavente, 4 ;Rozas de Madrid, Las;-;28232;916744336;-;direccion@pro2fp.es;secretaria@pro2fp.es;Privado;
Madrid-Sur;28081728;CPR FPE;RETOS EDUCATIVOS;Calle De Valencia, 15 ;Fuenlabrada;-;28945;-;-;-;-;Privado;
Madrid-Capital;28064767;CPR FPE;SAN ROMAN ESCUELA DE ESTUDIOS SUPERIORES;Calle De Montesa, 39 ;Madrid;Salamanca;28006;913092409;-;Laura_garcia@sanroman.com;infomadrid@sanroman.com;Privado;
Madrid-Capital;28081662;CPR FPE;SANITAS CAMPUS FP;Calle Sánchez Pacheco, 61 ;Madrid;Chamartín;28002;-;-;-;-;Privado;
Madrid-Capital;28075121;CPR FPE;SANROMAN CENTRO INTERNACIONAL DE ESTUDIOS PROFESIONALES;Calle De Ferrer Del Río, 10 ;Madrid;Salamanca;28028;914232323;-;infomadrid@sanroman.com;-;Privado;
Madrid-Oeste;28081901;CPR FPE;TCN PROFESSIONAL SCHOOL;Carretera Plantío, 3 ;Majadahonda;-;28221;-;-;-;-;Privado;
Madrid-Este;28081789;CPR FPE;TECH FP ANTAMIRA;Calle Los Cuadros, 2 ;Paracuellos de Jarama;-;28860;606076676;-;direccion@tech-fp.com;-;Privado;
Madrid-Sur;28081777;CPR FPE;TECH FP ANTANES;Calle Francisco Umbral, 2 ;Leganés;-;28914;606076676;-;direccion@tech-fp.com;-;Privado;
Madrid-Oeste;28081819;CPR FPE;TECH FP MONTESCLAROS;Avenida De Los Plantíos, 3 ;Boalo, El;-;28412;606076676;-;direccion@tech-fp.com;-;Privado;
Madrid-Oeste;28081790;CPR FPE;TECH FP PARQUE;Calle Piamonte, 17-19 ;Galapagar;-;28420;606076676;-;direccion@tech-fp.com;-;Privado;
Madrid-Oeste;28081820;CPR FPE;TECH FP PEÑALAR;Avenida De La Dehesa, 89 ;Torrelodones;-;28250;606076676;-;direccion@tech-fp.com;-;Privado;
Madrid-Norte;28081765;CPR FPE;TECH FP PEÑALVENTO;Calle Del Doctor Torres Feced, 2 ;Colmenar Viejo;-;28770;606076676;-;direccion@tech-fp.com;-;Privado;
Madrid-Capital;28081807;CPR FPE;TECH FP TORREVILANO;Calle Del Embalse De Navacerrada, 9 ;Madrid;Villa de Vallecas;28051;-;-;-;-;Privado;
Madrid-Capital;28081753;CPR FPE;TECH FP VALDEFUENTES;Calle De Ana De Austria, 6 ;Madrid;Hortaleza;28050;606076676;-;direccion@tech-fp.com;-;Privado;
Madrid-Capital;28081984;CPR FPE;THE POWER FP ARAVACA;Calle De Santa Bernardita, 3 ;Madrid;-;28023;-;-;-;-;Privado;
Madrid-Capital;28079047;CPR FPE;TRAINEK FORMACION PROFESIONAL;Calle De Mario Roso De Luna, 29 ;Madrid;-;28022;-;-;-;-;Privado;
Madrid-Capital;28080827;CPR FPE;TRAZOS INFOGRAFIA II;Plaza De España, 11 ;Madrid;Moncloa-Aravaca;28008;-;-;-;-;Privado;
Madrid-Capital;28076459;CPR FPE;UDIT FORMACIÓN PROFESIONAL SUPERIOR;Calle Del Moscatelar, 10-12 ;Madrid;Hortaleza;28043;910494747;-;secretaria.cfgs@udit.es;rosa.perez@udit.es;Privado;
Madrid-Capital;28081182;CPR FPE;UNIR FORMACIÓN PROFESIONAL;Calle Valdesquí, 16 ;Madrid;Moncloa-Aravaca;28023;-;-;-;-;Privado;
Madrid-Capital;28077518;CPR FPE;UNIR FORMACIÓN PROFESIONAL I;Calle De Bruno Abundez, 48 ;Madrid;Puente de Vallecas;28031;919100858;-;fpsecretaria@unir.net;-;Privado;
Madrid-Norte;28080657;CPR FPE;UNIVERSAE;Calle De La Isla Graciosa, 5 ;San Sebastián de los Reyes;-;28703;-;-;dptosecretaria@universae.com;-;Privado;
Madrid-Capital;28081625;CPR FPE;UPGRADE;Calle De Orense, 62 ;Madrid;Tetuán;28020;617378741;-;gestion@upgrade-hub.com;juandedios.izquierdo@upgrade-hub.com;Privado;
Madrid-Oeste;28074864;CPR FPE;U-TAD CENTRO PROFESIONAL DE TECNOLOGIA Y ARTE DIGITAL;Calle Playa De Liencres,complejo Europa Empresarial, 2dupl ;Rozas de Madrid, Las;-;28290;916402811;-;centro.profesional@u-tad.com;secretaria@u-tad.com;Privado;
Madrid-Capital;28077117;CPR FPE;VICENTE MOYA PUEYO;Avenida De La Moncloa, 18 ;Madrid;Moncloa-Aravaca;28003;912551678;-;info@fpvicentemoya.es;rmoyarueda@yahoo.es;Privado;
Madrid-Capital;28081042;CPR FPE;VIRTUS EDUCANDO SAN JOSE HIJAS DE MARIA;Calle De Marqués De Viana, 43-45 ;Madrid;Tetuán;28039;911978109;-;info@virtuseducando.com;-;Privado;
Madrid-Capital;28081212;CPR FPE;VOXEL SCHOOL;Calle De Los Vascos, 25 ;Madrid;Moncloa-Aravaca;28040;-;-;-;-;Privado;
Madrid-Capital;28081558;CPR FPE;WINTRAIN;Calle De Villaamil, 18 ;Madrid;Tetuán;28039;-;-;-;-;Privado;
Madrid-Capital;28079072;CPR FPE;WORKSHOP EXPERIENCE GROUP;Calle De Alcalá, 182 B ;Madrid;Salamanca;28028;917526765;-;info@workshopexperience.com;-;Privado;
Madrid-Sur;28033141;CPR INF-PRI-SEC;AGORA INTERNATIONAL SCHOOL MADRID;Calle Duero, 35 ;Villaviciosa de Odón;-;28670;916167125;916168257;info@agoraism.com;secretaria.academica@agoraism.com;Privado;
Madrid-Capital;28006561;CPR INF-PRI-SEC;ALAMEDA DE OSUNA;Paseo De La Alameda De Osuna, 17 ;Madrid;Barajas;28042;917427011;917427196;colegio@colegio-alameda.com;cpr.alamedadeosuna.madrid@educa.madrid.org;Privado;
Madrid-Oeste;28048774;CPR INF-PRI-SEC;ALARCON;Calle San Jorge, 25 ;Pozuelo de Alarcón;-;28224;913527250;913510885;secretaria@colegioalar.com;secretaria@colegioalar.com;Privado;
Madrid-Norte;28050215;CPR INF-PRI-SEC;ALDEAFUENTE;Calle Del Camino Ancho, 87 ;Alcobendas;-;28109;916250270;916250290;mmartinho@fomento.edu;aldeafuente@fomento.edu;Privado;
Madrid-Capital;28019737;CPR INF-PRI-SEC;ALTAIR, COLEGIO INTERNACIONAL;Calle De Joaquín Bau, 4 ;Madrid;Chamartín;28036;913596368;-;secretaria@colegioaltair.com;-;Privado;
Madrid-Sur;28026456;CPR INF-PRI-SEC;AMANECER;Avenida De Pablo Iglesias, S/n ;Alcorcón;-;28922;916439092;916438242;gestionalumnos@colegioamanecer.es;direccion@ceamanecer.es;Privado;
Madrid-Capital;28029494;CPR INF-PRI-SEC;ARCANGEL RAFAEL;Calle De Maqueda, 4 ;Madrid;Latina;28024;917119300;-;colegio@colegio-arcangel.com;-;Privado;
Madrid-Norte;28042346;CPR INF-PRI-SEC;ARETEIA;Calle De La Salvia, 24 ;Alcobendas;-;28109;916509102;-;secretaria@areteia.edu.es;fuencisla.frutos@areteia.edu.es;Privado;
Madrid-Capital;28009069;CPR INF-PRI-SEC;ARTURO SORIA;Calle Del Duque De Tamámes, 9 ;Madrid;Ciudad Lineal;28043;914157295;915192532;ceas@colegioarturosoria.org;direccion@colegioarturosoria.org;Privado;
Madrid-Norte;28000777;CPR INF-PRI-SEC;BIENAVENTURADA VIRGEN MARIA;Calle De Begonia, 275 ;Alcobendas;-;28109;916501500;-;secretaria.elsoto@feducativamaryward.org;-;Privado;
Madrid-Norte;28048324;CPR INF-PRI-SEC;B.R.A.-INSTITUCION;Calle De La Salvia, 48 ;Alcobendas;-;28109;916504300;916506632;secretaria3@colegiobrains.com;cpr.brains-lamoraleja.alcobendas@educa.madrid.org;Privado;
Madrid-Capital;28041858;CPR INF-PRI-SEC;BRA-INSTITUCION;Calle De María Lombillo, 5 ;Madrid;San Blas-Canillejas;28027;917421060;-;secretaria2@colegiobrains.com;cpr.brains-marialombillo.madrid@educa.madrid.org;Privado;
Madrid-Capital;28020077;CPR INF-PRI-SEC;BRISTOL;Calle De Enrique De Prada, 1 ;Madrid;Hortaleza;28042;917428687;917418207;secretaria@colegiobristol.es;lfuentest@colegiobristol.es;Privado;
Madrid-Oeste;28046601;CPR INF-PRI-SEC;CENTRO ESCOLAR BALDER;Calle Sierra Morena, 41 ;Rozas de Madrid, Las;-;28290;916303232;916303232;info@colegiobalder.com;juanfrancisco.diaz@colegiobalder.com;Privado;
Madrid-Oeste;28073525;CPR INF-PRI-SEC;COLEGIO ALEGRA;Calle Sorolla, 4 ;Majadahonda;-;28222;-;-;secretaria@colegioalegra.es;-;Privado;
Madrid-Sur;28061389;CPR INF-PRI-SEC;COLEGIO DE NUESTRA SEÑORA;Avenida Europa, 100 ;Valdemoro;-;28341;918080375;-;nsvaldemoro@planalfa.es;secretaria@onscolegiovaldemoro.es;Privado;
Madrid-Sur;28048944;CPR INF-PRI-SEC;COLEGIO EUROPEO ARISTOS;Avenida De Juan Carlos I, 12 ;Getafe;-;28905;916839889;-;secretaria@colegioaristos.com;direccion@colegioaristos.com;Privado;
Madrid-Capital;28068128;CPR INF-PRI-SEC;COLEGIO HIGHLANDS EL ENCINAR;Calle De San Enrique De Osso, 46 ;Madrid;Hortaleza;28050;916585497;916585241;btorres@highlandselencinar.es;mdimarco@highlandselencinar.es;Privado;
Madrid-Oeste;28071191;CPR INF-PRI-SEC;COLEGIO HIGHLANDS LOS FRESNOS;Avenida Comunidad Canaria, S/n ;Boadilla del Monte;-;28660;-;-;secretaria@highlandslosfresnos.es;secretaria@highlandslosfresnos.es;Privado;
Madrid-Capital;28079527;CPR INF-PRI-SEC;COLEGIO INGENIO;Calle De Zenit, 15 ;Madrid;Moncloa-Aravaca;28023;915277106;-;administracion@colegioingenio.com;formularios@colegioingenio.com;Privado;
Madrid-Este;28060099;CPR INF-PRI-SEC;COLEGIO INTERNACIONAL SANTO TOMAS DE AQUINO;Camino Del Molino, S/n ;Camarma de Esteruelas;-;28816;918771215;918771216;secretaria@stainternational.edu.es;lfmartinmelero@gmail.com;Privado;
Madrid-Norte;28024654;CPR INF-PRI-SEC;COLEGIO INTERNACIONAL SEK-CIUDALCAMPO;Paseo De Las Perdices, 2 ;San Sebastián de los Reyes;-;28707;916596303;916596304;sek-ciudalcampo@sek.es;cpr.sek-ciudalcampo.ciudalcampo@educa.madrid.org;Privado;
Madrid-Oeste;28025579;CPR INF-PRI-SEC;COLEGIO INTERNACIONAL SEK-EL CASTILLO;Calle Castillo De Alarcón, 49 ;Villanueva de la Cañada;-;28692;918150892;918151140;sek-castillo@sek.es;antonio.fernandez@sek.es;Privado;
Madrid-Oeste;28074232;CPR INF-PRI-SEC;COLEGIO JARA;Carretera Robledo De Chavela, S/n ;Valdemorillo;-;28210;918991678;-;secretaria@colegiojara.com;-;Privado;
Madrid-Capital;28013413;CPR INF-PRI-SEC;COLEGIO MADRID-FUNDACIÓN SANTA MARÍA;Ronda De Sobradiel, 80 ;Madrid;Hortaleza;28043;913883202;913883240;rocio.martinez@cm-fsm.es;elena.florez@cm-fsm.es;Privado;
Madrid-Capital;28021100;CPR INF-PRI-SEC;COLEGIO MADRID-FUNDACIÓN SANTA MARÍA II;Calle De Mesena, 101 ;Madrid;Ciudad Lineal;28033;913020706;-;bach@cm-fsm.es;elena.florez@cm-fsm.es;Privado;
Madrid-Oeste;28060491;CPR INF-PRI-SEC;COLEGIO NUESTRA SEÑORA DE SCHOENSTATT;Camino Alcorcón, 17 ;Pozuelo de Alarcón;-;28223;917159226;-;secretaria@cnsschoenstatt.es;direccion@cnsschoenstatt.es;Privado;
Madrid-Oeste;28034477;CPR INF-PRI-SEC;COLEGIO PRIVADO ENGAGE;Calle Mar Egeo, 32 ;Majadahonda;-;28221;916380196;-;guiadecentros.engage@iepgroup.es;irene.rubio@iepgroup.es;Privado;
Madrid-Capital;28081911;CPR INF-PRI-SEC;COLEGIO RAMÓN Y CAJAL-SUR;Carretera De Carabanchel A Villaverde, 54 ;Madrid;Villaverde;28041;-;-;-;-;Privado;
Madrid-Capital;28079485;CPR INF-PRI-SEC;COLEGIO REGGIO;Calle De San Enrique De Osso, 48 ;Madrid;Hortaleza;28055;910429953;-;colegio@reggio.es;-;Privado;
Madrid-Capital;28015124;CPR INF-PRI-SEC;COLEGIO SANTA MARIA DEL CAMINO;Calle De Peguerinos, 13 ;Madrid;Moncloa-Aravaca;28035;913161347;-;stecnica@smc.edu.es;-;Privado;
Madrid-Capital;28075583;CPR INF-PRI-SEC;ESCUELA IDEO;Carretera Colmenar Viejo, K.16 ;Madrid;Fuencarral-El Pardo;28048;917523343;-;hola@escuelaideo.edu.es;mercedes.cabado@escuelaideo.edu.es;Privado;
Madrid-Oeste;28031658;CPR INF-PRI-SEC;ESCUELA LIBRE MICAEL;Carretera De La Coruña, K21,3 ;Rozas de Madrid, Las;-;28231;916375287;-;direccion@escuelalibremicael.com;administracion@escuelalibremicael.com;Privado;
Madrid-Capital;28019038;CPR INF-PRI-SEC;ESTUDIO;Calle De Jimena Menéndez Pidal, 11 ;Madrid;Moncloa-Aravaca;28023;913079432;913071429;colegio@colegio-estudio.com;luis.jeronimo@colegio-estudio.com;Privado;
Madrid-Oeste;28023984;CPR INF-PRI-SEC;EVEREST;Avenida De Monteclaro, S/n ;Pozuelo de Alarcón;-;28223;917994888;917992929;aserrano@everestschool.es;secretariatecnica@everestschool.es;Privado;
Madrid-Oeste;28056904;CPR INF-PRI-SEC;FONTENEBRO INTERNATIONAL SCHOOL;Calle Colonia Redondillo, 8 ;Moralzarzal;-;28411;918578942;918427722;senior@laudefontenebro.com;administracion@laudefontenebro.com;Privado;
Madrid-Oeste;28047320;CPR INF-PRI-SEC;GONDOMAR;Calle Fuente De Las Colmenas, 12 ;Galapagar;-;28260;918586364;-;secretariagondomar@gmail.com;teresavillalpando@gondomarcolegio.onmicrosoft.com;Privado;
Madrid-Capital;28013383;CPR INF-PRI-SEC;HUERFANOS DE LA ARMADA;Calle De Arturo Soria, 285 ;Madrid;Ciudad Lineal;28033;913124929;913795592;secretaria@colegiocha.com;-;Privado;
Madrid-Capital;28071656;CPR INF-PRI-SEC;INTERNACIONAL ARAVACA;Calle De Santa Bernardita, 3 ;Madrid;Moncloa-Aravaca;28023;913571256;911212651;m.martinez@ia.edu.es;c.gonzalez@ia.edu.es;Privado;
Madrid-Norte;28002351;CPR INF-PRI-SEC;INTERNACIONAL PINOSIERRA;Calle Del Gavilán, 2 ;Tres Cantos;-;28760;918040212;918040600;info@casvitrescantos.es;isabel.garcia@casvitrescantos.es;Privado;
Madrid-Capital;28026183;CPR INF-PRI-SEC;JOYFE;Calle De Vital Aza, 65 ;Madrid;Ciudad Lineal;28017;914082263;-;joyfe@joyfe.es;gestion.joyfe@iepgroup.es;Privado;
Madrid-Sur;28043193;CPR INF-PRI-SEC;KHALIL GIBRAN;Calle De Turquía, 13 ;Fuenlabrada;-;28943;916084289;-;consuelo@colegiokhalilgibran.es;formacion@colegiokhalilgibran.es;Privado;
